"","1","2","3","4","5","6","7","8","9","10","11","12"
"2",1.02552341454696,1.12400879549832,1.36965314593543,1.79959580948565,1.25270207069729,1.3033955623915,6.94739604934974,1.37140260866431,1.40179678534129,2.57287151895508,2.42096230080454,1.25956540922922
"4",0.96838838745883,0.90840294069136,1.4497002570944,0.876139658550952,1.15282466478704,1.5872405044212,3.28395902421523,1.76896750069801,3.60849630733113,1.42134555589228,1.31199204438033,1.09134106524308
"5",1.19697251550926,0.851519224383843,1.35211688584315,0.984974226604571,1.26500675152336,1.69347024161391,1.54904577897724,1.54799055804761,1.46040307378081,1.46104539129467,1.47646316352542,1.16978027194205
"6",1.06582409889981,0.926880447300116,1.08345644406664,0.921605512701916,1.19823675857969,1.42542660160183,1.69432953162479,1.47383361242963,1.71279856256147,1.41876913065704,1.41635471157812,1.17437256510777
"11",1.38008170716438,0.905362498782067,1.09040591749341,1.39067501381998,1.44454285589229,1.36770843266963,1.91068594688524,1.47635305483235,2.20686730438281,2.48911205550658,1.49749482701925,1.2194581947333
"12",1.0884478734025,2.0207672562482,1.03132919974548,2.40369300878875,1.25516796769783,1.47762015414235,1.622992624211,1.55799134452261,1.35563420382722,1.19753779119655,1.86573004378961,1.32998653839034
"13",1.05281264204677,0.951945169533743,1.02954558498726,0.90229373815039,1.1969463414283,1.46705031811564,1.65407323667941,1.49655352849846,1.81610503882521,1.49404930951713,1.34267775431562,1.15180159603478
"15",1.09677037673182,0.972473596378232,1.02010845350767,0.91714893815903,1.22933032738099,1.42935459908166,1.59669021626407,1.47863737252663,1.587532228797,1.35068658091952,1.38291223974005,1.18818404750326
"16",0.952285191755166,1.08541548879884,1.44473868189551,1.23338163811779,1.56791022508209,2.05040835146504,1.67215577438014,2.59612058717275,2.3914151254335,3.06504169201679,1.39581522206909,1.02971825208221
"18",1.27347623374738,1.10075666630696,1.00813242139707,0.884630284704043,1.21702968021884,1.55185691076073,1.61723951416868,1.410445000455,1.88508500081419,1.40659534691442,1.28965045614295,1.24593180841856
"19",1.86718994090352,1.17000831576833,1.08208100632261,0.922844479643051,1.25932252878596,1.76988544467042,1.65687943565313,1.43672774713211,1.40448682519166,1.9553954378001,1.52145088086446,1.5795558829229
"20",1.19805210791804,1.09807742964246,1.02227111105777,0.894394687850144,1.22886665287957,1.73303407769739,1.6628787121478,1.37460281498477,2.08557335045577,1.37315393284161,1.28830101613884,1.21303018576466
"21",1.38303807025308,1.11374487362081,1.03087473262879,0.907820773533314,1.2492421208116,1.54419333167915,1.58941436145932,1.44834140991432,1.7341716398479,1.36666101369998,1.31228473331862,1.30303621674493
"22",1.26828090263597,1.11011159378283,1.00701069247435,0.883379211223869,1.21932190188115,1.56085078966899,1.62478137270999,1.41023688617204,2.01870250423719,1.40721293431803,1.27381984589271,1.26671857064436
"23",1.37290474242374,1.19157257467003,1.00551660115229,0.834287327579569,1.16217128638077,1.95438761609918,2.63442173953015,1.34962566473384,3.59141159335321,3.28701842122363,1.19332874720569,1.47426048425109
