"","1","2","3","4","5","6","7","8","9","10","11","12"
"2",0.811688200000001,1.4753748,1.5257032,2.25444000000002,1.0009312,1.0593984,7.47890360000003,1.0642854,1.0020586,2.61435360000001,2.70349140000001,1.41769700000001
"4",0.775466,0.682296800000001,1.56128260000002,0.649824600000002,0.960927800000002,2.50861540000002,5.70050460000004,2.77536120000002,3.59244820000002,1.272045,1.1654746,0.842876
"5",1.59360060000001,0.7636392,1.46315580000001,0.906349600000002,2.15561860000003,1.96359000000001,1.2705316,1.86635480000001,1.333238,1.289152,1.1835492,1.0701984
"6",0.8700008,0.310004,0.43,0.2400038,0.3100112,0.6300154,1.4,0.31,0.98,1.38,0.43,1.14
"11",1.409914,0.801991400000001,1.69214560000001,1.43908380000001,2.01161020000002,1.2501518,1.9224284,1.2950246,2.41119940000003,2.82073940000002,1.2087876,1.1414418
"12",0.965031200000001,2.75855840000003,0.9823748,3.21990460000003,1.0845754,1.129109,1.328218,1.44917,0.9597726,1.0413774,1.7856274,1.77338120000001
"13",0.94,0.2800068,0.2,0.43,0.2800064,0.83,0.40004,0.55,0.87,1.57,0.91,0.9068064
"15",0.87,0.39,0.51,0.31,0.87,0.59,1.02,0.83,0.79,1.02,0.43,1.1
"16",0.763288,0.871082200000005,1.13682160000002,1.05124880000001,3.39937880000003,2.01612740000001,1.4203228,2.83304040000004,2.06837820000001,2.24321220000003,1.2453244,0.772512800000001
"18",0.91,0.430012,0.35,0.63,0.98,0.59,0.3100128,0.35,2.05,0.63,1.02,0.91
"19",1.8929466,1.00333820000001,1.0891912,0.785562600000001,1.2909344,1.6401338,1.4794884,1.2998708,1.1068606,1.81960920000001,1.2905458,1.4671612
"20",0.98,0.280015,0.2800014,0.24,0.96,0.75,1.5,0.71,0.87,0.98,0.43,0.43
"21",0.83,0.5100032,0.55,0.3100012,1.46,0.47,0.43,0.2800014,0.91,0.79,0.87,1.06
"22",0.98,0.59,0.44,0.4700064,1.18,0.4700008,0.71,0.35,1.85,1.02,0.83,0.87
"23",1.246953,1.172348,0.947796600000001,0.645720000000001,0.946431400000001,1.75367040000001,2.96921840000003,0.778705000000001,3.13378740000003,2.43412020000002,0.980633400000002,1.3540486
"24",0.7100062,0.5900064,0.39,0.3900104,1.58,0.43,0.55,0.1200068,0.94,1.06,0.43,1.02
"25",0.98,0.31,0.28,0.28,0.87,0.63,0.39,0.55,2.05,0.83,0.63,0.47
"26",1.87695600000001,1.4160096,0.935989400000002,1.2230316,1.2266388,1.83735460000003,1.1760858,2.12110740000001,4.34809320000003,1.1540306,0.936620800000003,1.94428460000002
"28",2.10899560000001,0.758663200000002,0.695404800000001,0.6486844,1.79950340000003,1.2256454,1.355726,1.1848834,1.1701208,1.7327496,1.0605954,1.0334508
"29",0.61,0.51,0.35,0.16,0.31,0.0800112000000001,0.28,0.1000048,0.91,0.83,0.91,0.71
"30",0.67,0.4700008,0.2,0.24,0.2000044,0.55,0.71,0.31,0.94,1.14,0.71,1.22
"32",1.13438380000001,0.889321400000001,1.23394820000001,0.642916800000002,0.7100046,0.39,0.94,0.47,0.94,0.240014,0.94,0.61
"33",1.131714,0.877269000000001,1.30054000000001,1.13888120000001,1.016777,1.0734498,1.99284860000001,1.0497316,2.03216020000001,1.0581392,1.49702020000001,2.32092400000002
"34",0.59,0.47,0.3100008,0.28,0.79,0.75,0.16,0.16,1.26,1.22,0.1300162,1.46
"35",0.782941600000001,0.802652600000001,0.956897800000002,0.978478600000004,1.4463554,1.006471,1.219253,3.47179340000001,1.4338068,1.55873240000001,0.992081600000002,0.951171600000001
"36",1.0582928,0.988079600000005,0.932405000000001,0.70288,0.838810800000001,1.1156826,1.64555900000001,0.945846800000001,2.56985080000003,1.2081662,1.1693178,1.040423
"38",0.67,0.51,0.41,0.35,0.39,0.28,0.35,0.0400044,1.46,0.55,0.31,0.71
"39",0.983039600000004,1.3047924,0.770192400000001,0.856050000000001,1.0413124,3.53003960000002,1.3270416,1.1364514,1.3784738,1.3764204,0.870048,0.977819400000001
"40",0.67,0.91,0.240007,0.24,0.590026,0.32,0.0820236000000001,0.2,1.06,1.1000186,0.22,0.71
"7",0.981209800000004,1.1267976,1.35596640000001,1.30650860000001,1.31786020000001,1.0308786,6.24502840000003,1.17976060000001,1.161967,1.90126720000001,1.89162440000001,1.30798060000001
"8",0.8700054,0.470967400000002,0.467451800000003,0.394864600000002,0.457325200000002,0.683732400000003,1.4105886,0.555255800000003,0.9800016,1.38,0.4300072,1.14
"9",0.9812392,0.660614000000004,0.852588400000009,0.616399200000007,1.47653680000002,1.07844180000001,1.5152972,1.21389320000002,1.52404500000001,1.83629500000001,1.1054818,0.895115400000001
"10",1.1542422,0.971205800000002,1.01345340000001,0.786693400000004,1.09563760000001,0.868754200000007,1.40393860000001,1.30150240000001,1.2792054,1.3596434,1.32367560000001,1.149054
"37",0.910882000000004,1.2371872,0.840827000000002,0.831823800000002,1.127843,2.33369940000002,1.3018968,1.41758300000001,1.38685040000001,1.34194480000001,0.886412400000002,0.948038400000001
