"","1","2","3","4","5","6","7","8","9","10","11","12"
"2",1.0588,1.887,1.9704,1.9078,1.2328,1.2964,10.2375,1.2556,1.2604,1.9322,2.0898,1.38
"4",0.9378,0.9272,1.3244,0.9392,1.1745,1.9527,6.1518,2.3129,2.075,1.4208,1.3424,1.0748
"5",1.3259,0.848,1.6081,1.0208,1.222,1.4823,1.54,1.3808,1.54,1.42,1.3776,1.3
"6",1.1009,0.961,1.1157,0.9452,1.2169,1.362,1.6969,1.4755,1.4306,1.3991,1.3532,1.1424
"11",1.3969,0.98,1.392,1.0688,1.34,1.3016,2.0139,1.3816,1.5396,1.63,1.3725,1.3308
"12",1.06,0.9989,1.0578,1.4783,1.2648,1.2852,1.5832,1.6237,1.2668,1.22,2.0148,1.54
"13",0.9758,0.9402,1.0168,0.9114,1.1662,1.26,1.5702,1.5858,1.5781,1.57,1.3331,1.1212
"15",1.0876,0.8796,1.0188,0.8752,1.3441,1.26,1.5367,1.4114,1.4216,1.2049,1.2544,1.1
"16",0.9796,1.0344,1.1,0.9946,1.4986,1.9975,1.69,1.3668,2.0692,1.3356,1.3,1.0608
"18",1.0168,0.9935,0.9948,0.9509,1.3588,1.2588,1.5,1.149,2.05,1.2744,1.0676,1.0908
"19",2.0904,1.1572,1.0712,0.9832,1.3756,1.8748,1.7218,1.4196,1.3397,1.7341,1.38,1.4596
"20",0.998,1.0124,1.026,0.9696,1.4452,1.4784,1.586,1.2844,2.0232,1.2352,1.1369,1.0858
"21",1.3896,1.2278,1.1008,1.2943,1.4604,1.4172,1.498,1.3816,1.8536,1.2083,1.157,1.1732
"22",1.1577,1.1205,1.0764,1.1048,1.4116,1.2836,1.5041,1.1895,2.0432,1.3613,1.139,1.14
"23",1.1406,1.4532,1.032,0.8957,1.1602,1.42,1.8083,1.1245,2.05,2.209,1.2281,1.4152
"24",1.7729,1.3785,1.0852,1.1166,1.58,1.537,1.5432,1.479,1.5868,1.3278,1.3054,1.4108
"25",1.1422,1.436,1.0832,1.0214,1.332,1.436,1.5698,1.3606,2.05,1.4219,1.1573,1.1681
"26",1.8292,1.8398,1.1216,1.5911,1.38,1.4996,1.3724,2.0163,3.5484,1.4304,1.3588,1.5643
"28",1.381,1.1,0.8705,0.8372,1.26,1.4432,1.5,1.3,1.26,1.6952,1.14,1.1808
"29",1.089,1.011,0.9032,0.893,1.1479,1.2534,1.4948,1.2984,1.2428,1.3604,1.0886,1.14
"30",1.2152,1.0076,1.0101,0.9312,1.0609,1.1817,1.4546,1.2164,1.2312,1.253,1.1928,1.22
"32",1.0236,1.02,0.94,0.9389,0.94,1.1256,1.3398,1.2002,1.1621,1.2069,1.1016,1.0984
"33",1.416,1.0004,1.1,0.9756,1.1711,1.2524,1.869,1.2096,1.9704,1.2782,1.842,1.54
"34",1.3452,0.9992,1.1489,1.0364,1.2552,1.2908,1.7585,1.2952,1.4381,1.2872,1.3114,1.46
"35",0.9632,0.94,0.9844,0.9641,1.4008,1.26,1.5442,3.07,1.61,1.3486,1.2222,1.1
"36",1.18,0.9888,1.1368,0.8712,1.0701,1.2608,1.54,1.2204,1.5,1.2672,1.26,1.189
"38",1.0368,1.1036,0.971,0.98,1.203,1.591,1.5984,1.3332,1.46,1.4492,1.0752,1.077
"39",1.0624,1.1824,0.9456,0.9808,1.17,2.628,1.6092,1.3052,1.4596,1.602,1.0336,1.1068
"40",1.1782,1.1012,1.0488,0.9788,1.413,1.4684,1.5547,1.3366,1.4408,1.2692,1.1043,1.136
"7",1.11,1.2748,1.1942,0.9499,1.2702,1.264,1.544,1.3904,1.42,1.4044,1.8836,1.1588
"8",1.1009,0.961,1.1157,0.9452,1.2169,1.362,1.6969,1.4755,1.4306,1.3991,1.3532,1.1424
"9",0.9812,0.9983,1.0948,0.9601,1.4044,1.4638,1.6893,1.5389,2.0076,1.567,1.3174,1.1055
"10",1.103,1.2768,1.1235,0.934,1.1335,1.2576,1.5497,1.402,1.42,1.4004,1.8828,1.1496
"37",1.0834,1.1016,0.9804,0.98,1.2809,1.7504,1.6042,1.3412,1.4656,1.4646,1.1072,1.1096
