"","1","2","3","4","5","6","7","8","9","10","11","12"
"2",0.9131,2.17,2.09,2.05,1.14,1.26,11.81,1.1428,1.0564,3.82,3.46,1.38
"4",0.8288,0.7042,1.34,0.6764,1.14,2.01,6.73,2.64,6.73,1.42,1.18,0.8916
"5",2.4,0.79,1.69,0.91,1.22,2.91,1.3078,1.38,1.54,1.42,1.26,1.3
"6",1.1368,0.8907,0.9888,0.8632,1.0713,1.3491,1.6242,1.443,1.2245,1.3877,1.3704,1.14
"11",2.01,0.8062,2.36,1.06,1.34,1.3,2.24,1.38,1.54,3.58,1.1112,1.3
"12",1.06,0.8377,1.02,2.01,1.22,1.14,1.3804,1.65,1.02,1.0628,2.09,1.65
"13",0.94,0.9369,0.9468,0.7878,1.0632,1.1561,1.4741,1.5972,1.2579,1.57,1.3891,0.9509
"15",1.0996,0.87,0.9511,0.8652,1.3928,1.1876,1.4988,1.1217,1.0496,1.0204,1.0948,1.1
"16",0.87,0.7212,1.1,0.91,2.64,3.07,1.69,1.26,2.09,1.26,1.3,0.87
"18",0.9808,0.9643,0.9124,0.9512,1.4576,0.9924,1.5,1.3772,2.05,1.0863,1.02,0.9608
"19",2.13,1.14,1.06,0.92,1.319,1.97,1.73,1.42,1.26,2.6,1.38,1.46
"20",0.98,0.98,0.9715,0.952,1.4608,1.486,1.5,1.2877,1.412,1.0789,1.0644,0.98
"21",1.4352,1.2393,0.9684,1.3705,1.4628,1.45,1.496,1.2402,1.4568,1.0228,1.0185,1.0608
"22",1.1677,1.1348,1.0172,1.1401,1.46,1.307,1.5,1.3395,1.85,1.2966,1.02,1.0384
"23",1.14,1.46,1.02,0.7304,1.1495,1.42,1.85,0.9099,2.05,3.23,1.0224,1.42
"24",1.9016,1.4646,1.0352,1.0818,1.58,1.5845,1.3608,1.4888,1.1536,1.0866,1.0556,1.0684
"25",1.1396,1.478,1.0061,0.9075,1.2666,1.456,1.5,1.6439,2.05,1.2655,0.9371,1.0146
"26",1.97,1.93,0.94,1.69,1.38,1.5,1.26,2.8,3.98,1.42,0.9424,1.57
"28",3.98,1.1,0.7901,0.71,1.26,1.46,1.5,1.3,1.2204,2.09,1.1,1.18
"29",0.834,0.9163,0.7922,0.71,0.9221,1.0648,1.4076,1.2145,0.9536,1.1353,0.91,0.9263
"30",1.2172,0.8725,0.8255,0.764,0.7276,1.0696,1.2006,1.1264,1.035,1.14,1.125,1.22
"32",0.8669,1.02,0.7092,0.7187,0.7519,0.9106,0.946,0.94,0.94,0.94,0.94,0.94
"33",1.42,0.9408,1.1,0.94,0.94,1.14,2.36,1.1002,2.01,1.1408,2.09,3.19
"34",1.4264,0.9046,1.1488,1.028,1.2417,1.298,2.0802,1.2596,1.26,1.2388,1.2172,1.46
"35",0.8424,0.8548,0.98,0.94,1.46,1.1004,1.3404,4.72,1.61,1.26,0.9546,1.0612
"36",1.18,0.7698,1.14,0.7224,0.8867,1.19,1.54,0.9547,1.5,1.22,1.26,1.0616
"38",0.9397,1.1817,0.9085,0.9768,1.0828,2.6623,1.6096,1.3168,1.46,1.3038,0.91,0.8776
"39",0.94,1.19,0.87,0.98,1.08,3.15,1.61,1.3,1.3484,1.69,0.91,1.02
"40",0.999,1.1024,0.941,0.9261,1.5654,1.5119,1.5358,1.2912,1.1291,1.1,1.0608,0.9609
"7",1.1,1.3,0.9456,0.7654,0.9982,1.055,1.3252,1.38,1.42,1.38,1.89,1.14
"8",1.1368,0.8907,0.9888,0.8632,1.0713,1.3491,1.6242,1.443,1.2245,1.3877,1.3704,1.14
"9",0.94,0.9013,1.0288,0.9091,1.4584,1.4732,1.6796,1.5725,2.016,1.57,1.3073,0.9488
"10",1.1,1.3,0.9077,0.7272,0.8908,1.046,1.3662,1.38,1.42,1.38,1.89,1.14
"37",0.948,1.1842,0.917,0.9774,1.1272,2.7007,1.61,1.3093,1.34,1.675,0.91,1.0268
